track_genre,acoustic,afrobeat,alt-rock,alternative,ambient,anime,black-metal,bluegrass,blues,brazil,breakbeat,british,cantopop,chicago-house,children,chill,classical,club,comedy,country,dance,dancehall,death-metal,deep-house,detroit-techno,disco,disney,drum-and-bass,dub,dubstep,edm,electro,electronic,emo,folk,forro,french,funk,garage,german,gospel,goth,grindcore,groove,grunge,guitar,happy,hard-rock,hardcore,hardstyle,heavy-metal,hip-hop,honky-tonk,house,idm,indian,indie,indie-pop,industrial,iranian,j-dance,j-idol,j-pop,j-rock,jazz,k-pop,kids,latin,latino,malay,mandopop,metal,metalcore,minimal-techno,mpb,new-age,opera,pagode,party,piano,pop,pop-film,power-pop,progressive-house,psych-rock,punk,punk-rock,r-n-b,reggae,reggaeton,rock,rock-n-roll,rockabilly,romance,sad,salsa,samba,sertanejo,show-tunes,singer-songwriter,ska,sleep,songwriter,soul,spanish,study,swedish,synth-pop,tango,techno,trance,trip-hop,turkish,world-music
acoustic,1.0,0.9438247074406843,0.909684266805887,0.9249897911849424,0.7084436759295146,0.9308575492117748,0.6520854763522996,0.9798226230641512,0.977928193317027,0.9733694575849263,0.8240425319674487,0.9775865345770451,0.9977738662261437,0.8590839935130942,0.9841279046892135,0.983509676482919,0.7929832623263062,0.8883382288428188,0.6830425933286537,0.9725172438415999,0.9295206910621387,0.9446768250827413,0.6770603003796993,0.9089807867679088,0.8131717570098003,0.9343218362240557,0.9149479394419369,0.7733254003072887,0.9093627960616723,0.8779804002574663,0.9143243466885426,0.9564391618054466,0.9233211704514713,0.9433907711667662,0.9938533993563834,0.9576049831977279,0.9693891069390789,0.9631508961115107,0.9072856497025834,0.948025271458118,0.977800697716299,0.9113988167226652,0.5847864519534547,0.9088474180056008,0.8524291281493039,0.8932066234834781,0.8202254055456525,0.878333777384416,0.8562634590934326,0.8138277354141499,0.7784652587982828,0.9466839656135011,0.9816323756933668,0.9150467195987213,0.7944721061623355,0.9946266452003223,0.9863873228666779,0.9855667845341143,0.8403384197884394,0.701387243509273,0.9420312058153567,0.9043225481305692,0.9571100886867325,0.9185724561576865,0.986401574620478,0.965596485913521,0.9566917941278713,0.941340276730537,0.9413722261759161,0.986174297535646,0.9932619719258506,0.8305757414893999,0.743894036432619,0.7711763385551066,0.9846214508902688,0.6858816918264324,0.9074592767578218,0.9721571855844677,0.8944269531075872,0.8705150351464248,0.978447300653199,0.9877618662728265,0.8734501016373872,0.8635179140424363,0.9660757732850078,0.8825628789769112,0.8803111366551004,0.9720682369652309,0.9386678498948701,0.9366639131621929,0.9433782613477002,0.9786450484560243,0.9636059027365698,0.953329481264815,0.985303932127251,0.9633288245033499,0.9708648386139775,0.9723621313501314,0.9889417428110467,0.9995544357779438,0.9023738764162685,0.4933437682706088,0.9995544357779437,0.987217783719379,0.9570595230918303,0.8160173751743891,0.9728019796910437,0.9326583338727866,0.9651833209832681,0.8291363993624798,0.7833567796816598,0.9191291172254208,0.9743859681752596,0.9542598222141447
afrobeat,0.9438247074406843,1.0,0.9706165683729298,0.9717788954949429,0.7052162849507921,0.9835867272221361,0.7924636926450465,0.9700841319045429,0.9789313038783964,0.9686122572458353,0.9530559352797265,0.9812930311886225,0.9073597830665145,0.9714579192452033,0.9717862168524278,0.9457615211329432,0.7386161113138812,0.9603731069855895,0.6954338883752318,0.9626166989577314,0.9659737789542975,0.9603331092557221,0.8303833933849244,0.9728922118381154,0.9342141933330326,0.9888945184552451,0.8718461655215879,0.9067684625701273,0.9613961414001345,0.9238482234596131,0.9643195820117807,0.9734886454225313,0.9718835856564965,0.9686045207359926,0.9673389865911728,0.9402269871562342,0.9773718191164008,0.9678394539046529,0.9818134926595492,0.9741917715531406,0.933681731623387,0.9715447346787802,0.7641542108248343,0.9686033775200693,0.9296601204938548,0.872229448705373,0.9190587580175752,0.955487651472683,0.9501497758254606,0.907689852750011,0.9011449416603883,0.9664380171221104,0.9231917084686005,0.9681539364506431,0.8829997266712888,0.9638869474318309,0.9768014467421986,0.9731462176692105,0.9427018659011726,0.7869116476696143,0.9760674243527406,0.9646973794588551,0.9700589964550643,0.9663937186015489,0.9108267554925293,0.9715294611535799,0.9756801089614271,0.971889779769066,0.9676850716831533,0.9555095675435524,0.9046783565223703,0.9264704974162014,0.8631023982759845,0.8815310739484009,0.9684937856445224,0.6832211379837007,0.7834874422134366,0.9248101266581408,0.9327309863801303,0.8663471904592925,0.9649813794506662,0.961031590126552,0.9602663086604225,0.947487416418491,0.9899691836272423,0.9576505250509912,0.9564297409547412,0.9648291111309419,0.9436013011166315,0.9444253947719218,0.9735153995112916,0.9495220228515624,0.9723105771114152,0.8211200189100445,0.9520702864579094,0.9692133793036605,0.9612933491062388,0.9290822714558196,0.9100595407768173,0.9378395906339607,0.9711892895559109,0.5377276895956753,0.9378395906339607,0.9660413377419186,0.9773560736273101,0.8734583817271176,0.9772293582109167,0.9855532098341626,0.8779529759238947,0.9243032460280183,0.9030027278725383,0.9826916603089406,0.9731996653989147,0.9474884925473519
alt-rock,0.909684266805887,0.9706165683729298,1.0,0.9984223562019992,0.5541933897400311,0.9681636545962542,0.8304132384232757,0.9191554362576848,0.9618788198903107,0.974002878611723,0.9605725993245018,0.9409790010283555,0.9060545787512386,0.9468641790987484,0.9290536005419323,0.889133158412756,0.5711808044493785,0.9488532105746399,0.6090689801879927,0.9776658578812906,0.9891137351208024,0.9730216519865555,0.9046887536977651,0.975188207464151,0.8795452035742098,0.9912341398650863,0.7522562333871952,0.9383598654487486,0.9884949067769557,0.9706050149286536,0.9924044423513904,0.9832655549506579,0.9669250812977741,0.9878543451764389,0.9461660245619379,0.9658875820248596,0.9529670163024828,0.9676199074619976,0.9899521695046043,0.9326809764058991,0.9560038523762723,0.9950739770579886,0.8009772441742841,0.9908317264738193,0.9884362054840322,0.7396650010914829,0.9598210470052331,0.9971428981216496,0.9917337508173296,0.9671195017440486,0.9718792470047228,0.9770796332273163,0.8500780447656506,0.992536083312387,0.7817866906424922,0.9420960761672361,0.9631709969022532,0.9626325237104714,0.9819353747147259,0.6990203618301347,0.9751255051218659,0.9982549963587519,0.9899596118115894,0.9982918513819485,0.8345772794035075,0.9809292504513599,0.9661698353974795,0.9858839910917647,0.9830751122795869,0.9552724548956393,0.921370560348151,0.9858651057538124,0.9522524509312115,0.8228231559964264,0.9575202701905403,0.5215554059691974,0.6990578982607347,0.9345865066679402,0.9941795961238757,0.7520460317569834,0.9682423906706576,0.9538549745858105,0.9926177921621628,0.9764532780475456,0.9731410486114244,0.9970567203367553,0.996954378903663,0.9670750499802501,0.9815861108592816,0.9820307500814616,0.9945675225794195,0.9133055612190546,0.9555584503187531,0.7295370771673675,0.9119530982114243,0.9479282696595044,0.9445136131004441,0.9600493501068696,0.8565559599440127,0.9060961033926647,0.9936597970157066,0.4002300288078633,0.9060961033926647,0.9523752065335449,0.9880941529597702,0.7439728356686635,0.9793671127751546,0.9946916510312451,0.7707651092373573,0.8987445249276717,0.9196753214970231,0.9428646536100747,0.9701896158027958,0.9601106971501117
alternative,0.9249897911849424,0.9717788954949429,0.9984223562019992,1.0,0.5517281715136533,0.9678199020913887,0.8097408021919568,0.9262448645330705,0.9689379329920139,0.9833034273007007,0.9540502614831993,0.9472476990477152,0.9232542007065596,0.9444019263587288,0.9415456465175063,0.9070702808013816,0.5796129611305092,0.9473431279405309,0.6271380343305342,0.9842509571653388,0.994891606748581,0.9830594442766034,0.8903729603708281,0.978351408359509,0.8706911720070398,0.993028140903619,0.7632748611731264,0.9290655442041351,0.9922367174174695,0.9728042843092441,0.9963905533387791,0.9914087671451719,0.9709031025126325,0.9948318741126178,0.957419609180945,0.9705961865139117,0.9645745381962574,0.9783133606330143,0.9849855168174886,0.936946824471902,0.9665570157561922,0.9928973098096381,0.7771554140462905,0.9915389943870783,0.9836811497030138,0.7474303746824937,0.9549638232195347,0.9925531562316645,0.9901507282639281,0.9638982174515238,0.9627601108724444,0.9869328871263636,0.8656925029018089,0.9965300626804954,0.7691107868930006,0.9552311426594113,0.9735980531488062,0.9738220478402941,0.9762014145744424,0.6806189979776364,0.9851901470469644,0.9953010244982405,0.9933507735164145,0.9966172741555404,0.8526890464912897,0.9887651227965415,0.9763145775046655,0.9920126771012521,0.9904289265914338,0.9679618672126644,0.9379805457159707,0.9796090647628996,0.94387861746674,0.8143709761867283,0.966655957421847,0.5192363551932427,0.7169043871034544,0.9428495066802565,0.99428485605456,0.753673741304745,0.9789842579455276,0.9649229923805276,0.9852835740508092,0.9760293419612087,0.9762306880552385,0.9921833929941288,0.9921635579261738,0.9748205986141505,0.9892613651039771,0.9897289301605247,0.9964809922859399,0.9230004909403706,0.9587713614839191,0.7526112967500621,0.9303443662896509,0.9532151828760913,0.9513239447347447,0.9680659328678678,0.8757749726307831,0.9229208552066863,0.9909058104827482,0.3868439112467986,0.9229208552066863,0.9640887347937696,0.9936094348543357,0.7418011106121177,0.9864677227667757,0.9962569461942178,0.7906683804201224,0.8937919018894123,0.9121573089063034,0.943284880753523,0.9811884115371681,0.9662859212966741
ambient,0.7084436759295146,0.7052162849507921,0.5541933897400311,0.5517281715136533,1.0,0.7520622705221354,0.6108536195518184,0.7439003000148273,0.6110798086389224,0.5717824149423756,0.6174157751596834,0.7836200295984567,0.5303515124906909,0.676924122049637,0.6663787962413359,0.8029275577745072,0.9700001586379269,0.7429787769065841,0.3944758316953996,0.5114264574477048,0.5012383915357228,0.472014618193656,0.4827225026243928,0.6746389455170309,0.770683711984458,0.5992691151109515,0.930329453979641,0.5918403644790026,0.5968938931320866,0.5989832854087966,0.5576873194458687,0.6065428410013882,0.7195141909323468,0.577706174870203,0.660033663398216,0.4306018000273343,0.7326796941659466,0.5175476131868345,0.6526724007974942,0.80862818880846,0.5545581019574343,0.6254069336127462,0.5548092847922782,0.6259572695186084,0.49782209923948095,0.9399848446288608,0.6015454779269316,0.5104374391600277,0.5046559960746306,0.5362476788346784,0.4534982613176539,0.5252896811225289,0.7193594329929989,0.5607831034973293,0.9156580490580674,0.6743927873671404,0.6680072817730174,0.6516852636590866,0.5724775867463661,0.9235847070369574,0.585240440236114,0.5427339209071581,0.5253265890758753,0.5274439460178728,0.7651743111092193,0.5365969605513692,0.5614450930067858,0.5065687731960669,0.49985527987539147,0.5400937423770905,0.5095210866009887,0.4912213235021311,0.413113575527561,0.8024297395608202,0.5826489124401555,0.9983137693246223,0.883785484563762,0.4589433108806029,0.3804901770688108,0.9647780118210221,0.5482783612046436,0.5629157841095991,0.5180906652010316,0.6109898334815391,0.6622420352604166,0.5108698960493776,0.49519933625934554,0.5102602317817483,0.4157971514628007,0.41946048908722366,0.5316201504128326,0.5844869373233246,0.5868799908100268,0.7567914340081225,0.7452811710056788,0.5557800021797961,0.5524994584392244,0.4413337935702597,0.729132483438474,0.6700650143330469,0.497006999327985,0.9405007401242896,0.670065014333047,0.5827528554680865,0.5640396594528725,0.9387596665530789,0.5842998771821597,0.595745898180567,0.7959701847082556,0.7586515342630449,0.6433686390007904,0.778864975523116,0.6209973241353399,0.7278080213471027
anime,0.9308575492117748,0.9835867272221361,0.9681636545962542,0.9678199020913887,0.7520622705221354,1.0,0.8727800244830389,0.9427836543810173,0.9492709616026171,0.9535907088025144,0.975499337111368,0.9803878974469056,0.8711641519363802,0.9750585827789968,0.937952424441733,0.9438754739076862,0.7436673376267415,0.9903561746425539,0.5930937907626281,0.9308837518522046,0.9481266581827197,0.924239127334572,0.8947181955315923,0.9843084521069609,0.9556833504338063,0.9706530465321207,0.8781823834790082,0.9535966847021291,0.9772681394463414,0.9629135204705677,0.9671285731048495,0.969390053733985,0.9908099829763988,0.96860712315782,0.9497023860191498,0.8789553002968481,0.9811102794465839,0.9346381185917101,0.9874365507007818,0.9909718500388898,0.9296924112064204,0.984107612052271,0.8400013041283068,0.9851187967196562,0.9473411410861825,0.8741670107113575,0.9635537706427956,0.9559072643569002,0.9595807782817565,0.9508641174597082,0.9286487538032335,0.9465397681762211,0.8830831439917453,0.9672856949865103,0.922788987980556,0.9515868778822335,0.9664099793159844,0.9625920466060718,0.9688578438917571,0.8582306810728839,0.962832997701013,0.9620942635698545,0.9481692626819197,0.9574872602482813,0.8862790751594123,0.9480327175812604,0.9451118041086222,0.9459923079762307,0.9415861258899744,0.9258247111548362,0.8733488501256659,0.9462529811800695,0.9037815126627291,0.9222730610029941,0.9390153625581197,0.7253289487265628,0.8075218516176539,0.862344515521478,0.8926949112722302,0.8912488672521279,0.9410441055693826,0.9316810435512535,0.9511435533909988,0.9749837880418046,0.9694322459244271,0.9544342371544559,0.9504521739690162,0.9239304015719989,0.8963933382177519,0.9004828881673992,0.955556840671113,0.9026498777152466,0.9338096221076713,0.8014002608180635,0.9470480614383066,0.922476378127733,0.9189674109697102,0.8711481747499035,0.899495125816616,0.922397486969258,0.9475107042421067,0.6116784182988743,0.9223974869692582,0.9371484828449962,0.9614972892910535,0.8919454860360033,0.9578388038751717,0.9732037438912824,0.8411400305076757,0.9616570169335423,0.9530461741671643,0.9914447772977042,0.9642715788596625,0.9780963920354211
black-metal,0.6520854763522996,0.7924636926450465,0.8304132384232757,0.8097408021919568,0.6108536195518184,0.8727800244830389,1.0,0.6789947726228588,0.6948281386611641,0.7244441224759675,0.9210630334912047,0.7699556358051682,0.5622467181232711,0.8636471738681375,0.6483320025301798,0.6827650278002331,0.499182947133758,0.902945943444661,0.3858838475209476,0.6788913259956704,0.748244593123349,0.676571891168088,0.9842983696006611,0.8581764322179071,0.8850393716868828,0.785279994037706,0.6209672765806055,0.961913435014621,0.8545958078870941,0.8932405410573292,0.8185045522842801,0.7747412475187272,0.8625402752723933,0.7914723900080942,0.690526393665571,0.5992350855456688,0.7781417828582639,0.6780174854713454,0.8733589473189284,0.8247912866030656,0.7013448623132574,0.8747525207946683,0.9952342222295847,0.8732642831332651,0.8741089980850694,0.6233496091575587,0.9454921175115574,0.8431175220282487,0.8655698272865506,0.9279720104904503,0.9147745565969772,0.7233161189055641,0.5512251465130775,0.8134528919002508,0.8489141215269801,0.6947215771244901,0.733053958274162,0.726596417830861,0.9215985249665904,0.8794118792768064,0.7594967937073727,0.8291746522292354,0.7307953356892579,0.8009043786953125,0.5647903230548115,0.7130317468941791,0.6949396829733048,0.7251059791796551,0.7154828130336639,0.651303143180584,0.5813377356504139,0.8911639155689868,0.9157983417011912,0.8830128788328186,0.6729650720996447,0.5779404167419351,0.5504036966629058,0.5601321832072182,0.6897330470663858,0.7042199418632316,0.6876334299041943,0.6585103086550765,0.8315462532746836,0.9034696037047418,0.7532656899960917,0.8342534183474617,0.824878945933553,0.654160204631825,0.6451061901259902,0.6529226566999802,0.7600050223686231,0.5960062145953675,0.6770109645057527,0.4613221813852787,0.6878802020783135,0.6420954082777943,0.6392870776730795,0.5851441460716778,0.6036223076846319,0.6333191665074666,0.774177506980718,0.6303484796774886,0.6333191665074664,0.6653848482798704,0.7532948378845661,0.738898386888247,0.7286644116959582,0.7998917709879809,0.4983677409981706,0.9075773250262342,0.9537659476153632,0.845326767554466,0.7412770276451321,0.8428591681609641
bluegrass,0.9798226230641512,0.9700841319045429,0.9191554362576848,0.9262448645330705,0.7439003000148273,0.9427836543810173,0.6789947726228588,0.9999999999999999,0.9863318554199193,0.9626710855861278,0.8466837248590335,0.9848013502332618,0.9601108686686508,0.8838760508821832,0.9871827975578003,0.9610267889398492,0.8307641686908895,0.8945326301954108,0.6623019277731489,0.9661517187505811,0.9229578760822219,0.9364824040081638,0.6930714944552983,0.9064751013773826,0.8500683390897132,0.9481585010604678,0.9270828542434382,0.788951807974309,0.8996183789584224,0.8557554765781297,0.9060678202082373,0.9423905755818501,0.9173867931565349,0.9303191016424744,0.9856805439023673,0.9618986080474687,0.9565303451427616,0.9568129954887404,0.9320992757670001,0.9537841958529745,0.9465444556542691,0.9207870811762089,0.6272316939157568,0.9070214026008516,0.8553165618670414,0.9180689786161185,0.8221845770524165,0.8935321127411164,0.8658701080047122,0.8081372754362823,0.7918776533943275,0.9336886369106957,0.9863747448464074,0.9095413666679536,0.8427865353887545,0.97910984126709,0.9755891781354209,0.9709619338198714,0.8509809026663472,0.7505563876695378,0.937916934895163,0.9176308178259397,0.9577117463118042,0.9288705947454802,0.9793394525298864,0.9580441417677892,0.9542040570432195,0.9395480104742739,0.9351043480843029,0.9673092418942028,0.9477571075962617,0.8390895485550351,0.7462931502886501,0.7962960168607424,0.9828266569191357,0.7301272944975972,0.8798128001176093,0.9725090511640972,0.8960831129603224,0.8943367634847517,0.9635146283786904,0.9773448831949845,0.9035411091145757,0.85999466215449,0.9843752106917165,0.9000163179158873,0.8979482328842403,0.9731829558579324,0.9263743068761658,0.9236892783465833,0.9482863738897955,0.9910928090242046,0.9865701993523707,0.9308944271262525,0.958614875543472,0.9838416133951048,0.9848512661361573,0.9624018359734426,0.9674632444599922,0.9743857582107547,0.9263744055809855,0.551370234057253,0.9743857582107545,0.9778296227193,0.9561373961913702,0.8557697049572552,0.9693328953227969,0.9424788363588115,0.9675448717796074,0.8412412102616929,0.7927030088047757,0.9367111713815175,0.9595575802508988,0.9306331572567181
blues,0.977928193317027,0.9789313038783964,0.9618788198903107,0.9689379329920139,0.6110798086389224,0.9492709616026171,0.6948281386611641,0.9863318554199193,1.0,0.9907284625838151,0.882497446889588,0.975861451150116,0.9734151666215642,0.9044727919687162,0.9921818446530872,0.953409810852373,0.7062047761072622,0.9049447384844175,0.6706245731596006,0.994905583174877,0.9710223978755914,0.981322045939717,0.7558949305180543,0.9396181068074178,0.8319693735946454,0.981140547302817,0.8541973426471804,0.8307830115519638,0.9452631621569595,0.9039518408474829,0.9554949735136826,0.9775726330569725,0.9393697766062266,0.9708768692692548,0.9942182989623498,0.9945067288602463,0.9713605383226099,0.9907141565104931,0.9551775467362091,0.9427882069465677,0.971426158503665,0.9543711114508018,0.651246426013689,0.9454883648512522,0.9126989206605749,0.8347140980546952,0.8686526018956098,0.9431814244290428,0.9258504060619828,0.8695868588959784,0.8617688063755936,0.9766342221172082,0.9638987122898992,0.9585650162815359,0.7612887344729556,0.9892624235361812,0.991950348462199,0.9899960610431336,0.9004871446197612,0.6566718709071202,0.9775496396029322,0.9594739801750831,0.9896795791081798,0.968770374817661,0.9524433540554438,0.9908987038749353,0.9861231781207359,0.9816508268324999,0.9789830415564671,0.9919819378242738,0.9707305515916889,0.9002005057187222,0.8253807882366151,0.7671788989908349,0.9983476552474873,0.5890676235004981,0.822097395148399,0.9925319922011462,0.9587785033099668,0.8097537176276244,0.9916992835187262,0.9959824631662251,0.9462404745714983,0.9073513851741788,0.9956826026037084,0.9473267957082365,0.9470790940770016,0.9984472004419456,0.9797962002255105,0.9775920504267369,0.9838713353853006,0.9899965757458908,0.9957646428425705,0.8865969628968804,0.9653191735976171,0.9954774220770934,0.9957807638794747,0.9957888034891718,0.9544548135926607,0.9757467338352683,0.9684355511276798,0.4097910335844621,0.9757467338352683,0.9959168969362147,0.9890525614235355,0.7721247906159201,0.994921706428584,0.9777255858386351,0.9226464000464696,0.840482909220438,0.8224017292267507,0.9329593967576771,0.98670979371219,0.9474367791335094
brazil,0.9733694575849263,0.9686122572458353,0.974002878611723,0.9833034273007007,0.5717824149423756,0.9535907088025144,0.7244441224759675,0.9626710855861278,0.9907284625838151,1.0,0.8992048944586974,0.9673227307768912,0.9739186570618839,0.9067284051889242,0.9781383920450291,0.9531024714533247,0.6461906695894731,0.9177780946121513,0.761683716740716,0.9960705541077568,0.9851880218559553,0.9896256956534184,0.803528087789928,0.9570957214883544,0.8223805527240409,0.9824152037178155,0.8170492871136981,0.8624681209248586,0.9721894003784723,0.9445927544935624,0.9777944687118365,0.9934492065007821,0.956505241939809,0.9910346947371336,0.9910920365461924,0.9850736628807653,0.9819120356597322,0.9946725502180214,0.9589465003105213,0.9412489707574625,0.9892303054657073,0.9689726696337773,0.6802562249056755,0.9666612524516802,0.9397696262473434,0.7894900293427312,0.9045818784238795,0.9576568895339163,0.9511842715316023,0.9134712897805071,0.8960485147288131,0.9902181734340159,0.931959782731669,0.9783621085076359,0.7353750401206663,0.9908830374633946,0.9959551381765879,0.9963063780807636,0.9262451892218884,0.6414801518136044,0.9910924468801927,0.9707923501263811,0.9940625067777356,0.9778057479305085,0.9273357005231113,0.99744738418666,0.987832738764658,0.9891331247944756,0.9885653300145648,0.9958693324183482,0.9802462925356821,0.9281728711257067,0.8727778807209059,0.7656900445389857,0.9934903760128392,0.5445021627283684,0.8048078249669791,0.9780163476935839,0.9699424579685771,0.7739602253014013,0.9980092721302984,0.9943840606854214,0.9504685486223472,0.9375080959158301,0.9864006327951123,0.9590155707159599,0.9585442720548181,0.9938483838812937,0.9881965183403902,0.9873340265558984,0.9893448257333596,0.9664220220701616,0.9780668777976841,0.8567743888016345,0.9718977085983298,0.9763600598404102,0.980953360798775,0.9918702681610625,0.9467061326510628,0.9737945982226945,0.9695877572270385,0.3858970510875716,0.9737945982226947,0.9934087036828799,0.9964890762371552,0.7375395213669667,0.9980874212033639,0.9830512619763019,0.8838060025842407,0.8501644556297882,0.8514736522009478,0.9285968075880606,0.998062581076191,0.9715936286849043
